name,handedness,height,weight,avg,HR,BMI,BMI-C,avg-C,size
Jason Thompson,Left,76,200,0.261,208,25,24-26,avg<0.33,2
Jay Johnstone,Left,73,175,0.267,102,24,24-26,avg<0.33,2
Jeff Burroughs,Right,73,200,0.261,240,27,27-31,avg<0.33,2
Jeff Newman,Right,74,215,0.224,63,28,27-31,avg<0.23,2
Jeff Stone,Left,72,175,0.277,11,24,24-26,avg<0.33,2
Jeff Torborg,Right,72,195,0.214,8,27,27-31,avg<0.23,2
Jeffrey Leonard,Right,74,200,0.266,144,26,24-26,avg<0.33,2
Jerry Buchek,Right,71,185,0.22,22,26,24-26,avg<0.23,2
Jerry Dybzinski,Right,74,180,0.234,3,24,24-26,avg<0.26,2
Jerry Grote,Right,70,185,0.252,39,27,27-31,avg<0.26,2
Jerry Hairston,Both,70,170,0.258,30,25,24-26,avg<0.26,2
Jerry Kenney,Left,73,170,0.237,7,23,20-23,avg<0.26,2
Jerry Koosman,Right,74,205,0.119,2,27,27-31,avg<0.23,2
Jerry Martin,Right,73,195,0.251,85,26,24-26,avg<0.26,2
Jerry May,Right,74,190,0.234,15,25,24-26,avg<0.26,2
Jerry McNertney,Right,72,180,0.237,27,25,24-26,avg<0.26,2
Jerry Morales,Right,70,155,0.259,95,23,20-23,avg<0.26,2
Jerry Moses,Right,75,210,0.251,25,27,27-31,avg<0.26,2
Jerry Mumphrey,Both,74,185,0.289,70,24,24-26,avg<0.33,2
Jerry Narron,Left,75,205,0.211,21,26,24-26,avg<0.23,2
Jerry Remy,Left,69,165,0.275,7,25,24-26,avg<0.33,2
Jerry Reuss,Left,77,200,0.167,1,24,24-26,avg<0.23,2
Jerry Royster,Right,72,165,0.249,40,23,20-23,avg<0.26,2
Jerry Terrell,Right,71,165,0.253,4,24,24-26,avg<0.26,2
Jerry Turner,Left,69,180,0.257,45,27,27-31,avg<0.26,2
Jerry White,Both,70,164,0.253,21,24,24-26,avg<0.26,2
Jerry Zimmerman,Right,74,185,0.204,3,24,24-26,avg<0.23,2
Jesse Gonder,Left,70,180,0.251,26,26,24-26,avg<0.26,2
Jesus Alou,Right,74,190,0.28,32,25,24-26,avg<0.33,2
Jim Anderson,Right,72,170,0.218,13,24,24-26,avg<0.23,2
Jim Barr,Right,75,205,0.162,1,26,24-26,avg<0.23,2
Jim Beauchamp,Right,74,190,0.231,14,25,24-26,avg<0.26,2
Jim Dwyer,Left,70,165,0.26,77,24,24-26,avg<0.33,2
Jim Essian,Right,74,195,0.244,33,26,24-26,avg<0.26,2
Jim Fairey,Left,70,190,0.235,7,28,27-31,avg<0.26,2
Jim Fregosi,Right,73,190,0.265,151,26,24-26,avg<0.33,2
Jim French,Left,68,180,0.196,5,28,27-31,avg<0.23,2
Jim Gosger,Left,71,185,0.226,30,26,24-26,avg<0.23,2
Jim Hickman,Right,75,192,0.252,159,25,24-26,avg<0.26,2
Jim Holt,Left,72,180,0.265,19,25,24-26,avg<0.33,2
Jim Lefebvre,Both,72,180,0.251,74,25,24-26,avg<0.26,2
Jim Lonborg,Right,77,200,0.136,3,24,24-26,avg<0.23,2
Jim Lyttle,Left,72,180,0.248,9,25,24-26,avg<0.26,2
Jim Maloney,Left,74,190,0.201,7,25,24-26,avg<0.23,2
Jim Mason,Left,74,185,0.203,12,24,24-26,avg<0.23,2
Jim Morrison,Right,71,175,0.26,112,25,24-26,avg<0.33,2
Jim Nettles,Left,72,186,0.22,16,26,24-26,avg<0.23,2
Jim Norris,Left,70,175,0.264,7,26,24-26,avg<0.33,2
Jim Northrup,Left,75,190,0.267,153,24,24-26,avg<0.33,2
Jim Pankovits,Right,70,170,0.25,9,25,24-26,avg<0.26,2
Jim Price,Right,72,192,0.214,18,27,27-31,avg<0.23,2
Jim Ray Hart,Right,71,185,0.278,170,26,24-26,avg<0.33,2
Jim Rice,Right,74,200,0.298,382,26,24-26,avg<0.33,2
Jim Rooker,Right,72,195,0.201,7,27,27-31,avg<0.23,2
Jim Spencer,Left,74,195,0.25,146,26,24-26,avg<0.26,2
Jim Sundberg,Right,72,190,0.248,95,26,24-26,avg<0.26,2
Jim Traber,Left,72,194,0.227,27,27,27-31,avg<0.23,2
Jim Wohlford,Right,71,175,0.26,21,25,24-26,avg<0.33,2
Jimmie Hall,Left,72,175,0.254,121,24,24-26,avg<0.26,2
Jimmie Schaffer,Right,69,170,0.223,11,26,24-26,avg<0.23,2
Jimmy Stewart,Both,72,165,0.237,8,23,20-23,avg<0.26,2
Jimmy Wynn,Right,70,160,0.25,291,24,24-26,avg<0.26,2
Joaquin Andujar,Both,72,170,0.127,5,24,24-26,avg<0.23,2
Jody Davis,Right,76,192,0.245,127,24,24-26,avg<0.26,2
Joe Azcue,Right,72,190,0.252,50,26,24-26,avg<0.26,2
Joe Charboneau,Right,74,205,0.266,29,27,27-31,avg<0.33,2
Joe Ferguson,Right,74,200,0.24,122,26,24-26,avg<0.26,2
Joe Foy,Right,72,215,0.248,58,30,27-31,avg<0.26,2
Joe Gaines,Right,73,190,0.241,21,26,24-26,avg<0.26,2
Joe Hague,Left,72,195,0.239,40,27,27-31,avg<0.26,2
Joe Horlen,Right,72,170,0.134,0,24,24-26,avg<0.23,2
Joe Keough,Left,72,185,0.246,9,26,24-26,avg<0.26,2
Joe Lahoud,Left,73,198,0.223,65,27,27-31,avg<0.23,2
Joe Lefebvre,Left,70,170,0.258,31,25,24-26,avg<0.26,2
Joe Lis,Right,72,175,0.233,32,24,24-26,avg<0.26,2
Joe Lovitto,Both,72,185,0.216,4,26,24-26,avg<0.23,2
Joe Morgan,Left,67,160,0.271,268,26,24-26,avg<0.33,2
Joe Niekro,Right,73,185,0.156,1,25,24-26,avg<0.23,2
Joe Nolan,Left,71,175,0.263,27,25,24-26,avg<0.33,2
Joe Nossek,Right,72,178,0.228,3,25,24-26,avg<0.23,2
Joe Pepitone,Left,74,185,0.258,219,24,24-26,avg<0.26,2
Joe Rudi,Right,74,200,0.264,179,26,24-26,avg<0.33,2
Joe Simpson,Left,75,175,0.242,9,22,20-23,avg<0.26,2
Joe Strain,Right,70,169,0.25,1,25,24-26,avg<0.26,2
Joe Torre,Right,74,212,0.297,252,28,27-31,avg<0.33,2
Joe Wallis,Both,71,180,0.244,16,26,24-26,avg<0.26,2
Joel Youngblood,Right,72,180,0.265,80,25,24-26,avg<0.33,2
John Bateman,Right,75,210,0.23,81,27,27-31,avg<0.26,2
John Boccabella,Right,73,195,0.219,26,26,24-26,avg<0.23,2
John Castino,Right,71,175,0.278,41,25,24-26,avg<0.33,2
John Denny,Right,75,185,0.17,0,24,24-26,avg<0.23,2
John Donaldson,Left,71,160,0.238,4,23,20-23,avg<0.26,2
John Ellis,Right,74,225,0.262,69,30,27-31,avg<0.33,2
John Hale,Left,74,195,0.201,14,26,24-26,avg<0.23,2
John Kennedy,Right,72,185,0.225,32,26,24-26,avg<0.23,2
John Lowenstein,Left,72,175,0.253,116,24,24-26,avg<0.26,2
John Mayberry,Left,75,215,0.253,255,28,27-31,avg<0.26,2
John Milner,Left,72,185,0.249,131,26,24-26,avg<0.26,2
John Orsino,Right,75,215,0.249,40,28,27-31,avg<0.26,2
John Stearns,Right,72,185,0.26,46,26,24-26,avg<0.33,2
John Stephenson,Left,71,180,0.216,12,26,24-26,avg<0.23,2
John Vukovich,Right,73,187,0.161,6,25,24-26,avg<0.23,2
John Wathan,Right,74,205,0.262,21,27,27-31,avg<0.33,2
John Wockenfuss,Right,72,190,0.262,86,26,24-26,avg<0.33,2
Johnnie LeMaster,Right,74,165,0.222,22,22,20-23,avg<0.23,2
Johnny Bench,Right,73,197,0.267,389,27,27-31,avg<0.33,2
Johnny Briggs,Left,73,190,0.253,139,26,24-26,avg<0.26,2
Johnny Edwards,Left,76,220,0.242,81,27,27-31,avg<0.26,2
Johnny Grubb,Left,75,175,0.278,99,22,20-23,avg<0.33,2
Johnny Jeter,Right,73,180,0.244,18,24,24-26,avg<0.26,2
Johnny Lewis,Left,73,189,0.227,22,26,24-26,avg<0.23,2
Johnny Oates,Left,71,188,0.25,14,27,27-31,avg<0.26,2
Johnny Ray,Both,71,170,0.29,53,24,24-26,avg<0.33,2
Jorge Orta,Left,70,170,0.278,130,25,24-26,avg<0.33,2
Jose Arcia,Right,75,170,0.215,1,22,20-23,avg<0.23,2
Jose Cardenal,Right,70,150,0.275,138,22,20-23,avg<0.33,2
Jose Cruz,Left,72,170,0.284,165,24,24-26,avg<0.33,2
Jose Morales,Right,71,187,0.287,26,27,27-31,avg<0.33,2
Jose Tartabull,Left,71,165,0.261,2,24,24-26,avg<0.33,2
Juan Beniquez,Right,71,150,0.274,79,21,20-23,avg<0.33,2
Juan Bonilla,Right,69,170,0.256,7,26,24-26,avg<0.26,2
Juan Marichal,Right,72,185,0.165,4,26,24-26,avg<0.23,2
Julian Javier,Right,73,175,0.257,78,24,24-26,avg<0.26,2
Julio Cruz,Both,69,165,0.237,23,25,24-26,avg<0.26,2
Julio Gonzalez,Right,71,162,0.235,4,23,20-23,avg<0.26,2
Julio Gotay,Right,72,180,0.26,6,25,24-26,avg<0.33,2
Junior Kennedy,Right,71,175,0.248,4,25,24-26,avg<0.26,2
Junior Moore,Right,71,185,0.264,7,26,24-26,avg<0.33,2
Keith Hernandez,Left,72,180,0.296,162,25,24-26,avg<0.33,2
Keith Moreland,Right,72,190,0.279,121,26,24-26,avg<0.33,2
Ken Berry,Right,72,175,0.255,58,24,24-26,avg<0.26,2
Ken Boswell,Left,72,170,0.248,31,24,24-26,avg<0.26,2
Ken Gerhart,Right,72,190,0.221,24,26,24-26,avg<0.23,2
Ken Harrelson,Right,74,190,0.239,131,25,24-26,avg<0.26,2
Ken Henderson,Both,74,180,0.257,122,24,24-26,avg<0.26,2
Ken Holtzman,Right,74,175,0.163,2,23,20-23,avg<0.23,2
Ken Hubbs,Right,74,175,0.247,14,23,20-23,avg<0.26,2
Ken Landreaux,Left,70,165,0.268,91,24,24-26,avg<0.33,2
Ken McMullen,Right,75,190,0.248,156,24,24-26,avg<0.26,2
Ken Phelps,Left,73,209,0.239,123,28,27-31,avg<0.26,2
Ken Reitz,Right,72,180,0.26,68,25,24-26,avg<0.33,2
Ken Retzer,Left,72,185,0.264,14,26,24-26,avg<0.33,2
Ken Rudolph,Right,73,180,0.213,6,24,24-26,avg<0.23,2
Ken Singleton,Both,76,210,0.282,246,26,24-26,avg<0.33,2
Ken Suarez,Right,69,175,0.227,5,26,24-26,avg<0.23,2
Ken Walters,Right,73,180,0.231,11,24,24-26,avg<0.26,2
Kevin Bell,Right,72,195,0.222,13,27,27-31,avg<0.23,2
Kiko Garcia,Right,71,180,0.239,12,26,24-26,avg<0.26,2
Kurt Bevacqua,Right,72,180,0.236,27,25,24-26,avg<0.26,2
Lamar Johnson,Right,74,215,0.287,64,28,27-31,avg<0.33,2
Larry Biittner,Left,74,205,0.273,29,27,27-31,avg<0.33,2
Larry Bowa,Both,70,155,0.26,15,23,20-23,avg<0.33,2
Larry Brown,Right,70,160,0.233,47,24,24-26,avg<0.26,2
Larry Cox,Right,70,178,0.221,12,26,24-26,avg<0.23,2
Larry Dierker,Right,76,215,0.136,4,27,27-31,avg<0.23,2
Larry Haney,Right,74,195,0.215,12,26,24-26,avg<0.23,2
Larry Harlow,Left,74,185,0.248,12,24,24-26,avg<0.26,2
Larry Herndon,Right,75,190,0.274,107,24,24-26,avg<0.33,2
Larry Hisle,Right,74,193,0.273,166,25,24-26,avg<0.33,2
Larry Lintz,Both,69,150,0.227,0,23,20-23,avg<0.23,2
Larry Milbourne,Both,72,161,0.254,11,22,20-23,avg<0.26,2
Larry Parrish,Right,75,190,0.263,256,24,24-26,avg<0.33,2
Larry Stahl,Left,72,175,0.232,36,24,24-26,avg<0.26,2
Larvell Blanks,Right,68,167,0.253,20,26,24-26,avg<0.26,2
Lee Lacy,Right,73,175,0.286,91,24,24-26,avg<0.33,2
Lee May,Right,75,195,0.267,354,25,24-26,avg<0.33,2
Lee Mazzilli,Both,73,180,0.259,93,24,24-26,avg<0.26,2
Lee Thomas,Left,74,195,0.255,106,26,24-26,avg<0.26,2
Len Gabrielson,Left,76,210,0.253,37,26,24-26,avg<0.26,2
Len Matuszek,Left,74,190,0.234,30,25,24-26,avg<0.26,2
Len Randle,Both,70,169,0.257,27,25,24-26,avg<0.26,2
Lenn Sakata,Right,69,160,0.23,25,24,24-26,avg<0.26,2
Lenny Faedo,Right,72,170,0.251,5,24,24-26,avg<0.26,2
Leo Cardenas,Right,71,150,0.257,118,21,20-23,avg<0.26,2
Leon Durham,Left,73,185,0.277,147,25,24-26,avg<0.33,2
Leon Roberts,Right,75,200,0.267,78,26,24-26,avg<0.33,2
Leron Lee,Left,72,196,0.25,31,27,27-31,avg<0.26,2
Leroy Stanton,Right,73,195,0.244,77,26,24-26,avg<0.26,2
Lou Brock,Left,71,170,0.293,149,24,24-26,avg<0.33,2
Lou Clinton,Right,73,185,0.247,65,25,24-26,avg<0.26,2
Lou Johnson,Right,71,170,0.258,48,24,24-26,avg<0.26,2
Lou Piniella,Right,72,182,0.291,102,25,24-26,avg<0.33,2
Luis Aguayo,Right,69,173,0.236,37,26,24-26,avg<0.26,2
Luis Alvarado,Right,69,162,0.214,5,24,24-26,avg<0.23,2
Luis Gomez,Right,69,150,0.21,0,23,20-23,avg<0.23,2
Luis Melendez,Right,72,165,0.248,9,23,20-23,avg<0.26,2
Luis Pujols,Right,74,175,0.193,6,23,20-23,avg<0.23,2
Luis Tiant,Right,72,180,0.164,5,25,24-26,avg<0.23,2
Lyman Bostock,Left,73,180,0.311,23,24,24-26,avg<0.33,2
Lynn Jones,Right,69,175,0.252,7,26,24-26,avg<0.26,2
Mack Jones,Left,73,180,0.252,133,24,24-26,avg<0.26,2
Manny Castillo,Both,69,160,0.242,3,24,24-26,avg<0.26,2
Manny Jimenez,Left,73,185,0.272,26,25,24-26,avg<0.33,2
Manny Mota,Right,70,160,0.304,31,24,24-26,avg<0.33,2
Manny Sanguillen,Right,72,193,0.296,65,27,27-31,avg<0.33,2
Manny Trillo,Right,73,150,0.263,61,20,20-23,avg<0.33,2
Marc Hill,Right,75,205,0.223,34,26,24-26,avg<0.23,2
Mario Guerrero,Right,70,155,0.257,7,23,20-23,avg<0.26,2
Mario Mendoza,Right,71,170,0.215,4,24,24-26,avg<0.23,2
Mario Soto,Right,72,174,0.132,1,24,24-26,avg<0.23,2
Mark Belanger,Right,73,170,0.228,20,23,20-23,avg<0.23,2
Mark Brouhard,Right,73,210,0.259,25,28,27-31,avg<0.26,2
Mark Wagner,Right,72,165,0.243,3,23,20-23,avg<0.26,2
Marty Martinez,Both,72,170,0.243,0,24,24-26,avg<0.26,2
Marty Perez,Right,71,160,0.246,22,23,20-23,avg<0.26,2
Marv Breeding,Right,72,175,0.25,7,24,24-26,avg<0.26,2
Marvell Wynne,Left,71,175,0.247,40,25,24-26,avg<0.26,2
Matty Alou,Left,69,160,0.307,31,24,24-26,avg<0.33,2
Max Alvis,Right,71,185,0.247,111,26,24-26,avg<0.26,2
Mel Stottlemyre,Right,73,178,0.16,7,24,24-26,avg<0.23,2
Merritt Ranew,Left,71,170,0.247,8,24,24-26,avg<0.26,2
Merv Rettenmund,Right,70,190,0.271,66,28,27-31,avg<0.33,2
Mick Kelleher,Right,69,176,0.213,0,27,27-31,avg<0.23,2
Mickey Brantley,Right,70,180,0.259,32,26,24-26,avg<0.26,2
Mickey Hatcher,Right,74,200,0.28,38,26,24-26,avg<0.33,2
Mickey Klutts,Right,71,170,0.241,14,24,24-26,avg<0.26,2
Mickey Lolich,Both,73,170,0.11,0,23,20-23,avg<0.23,2
Mickey Rivers,Left,70,165,0.295,61,24,24-26,avg<0.33,2
Mickey Stanley,Right,73,185,0.248,117,25,24-26,avg<0.26,2
Miguel Dilone,Both,72,160,0.265,6,22,20-23,avg<0.33,2
Mike Anderson,Right,74,200,0.246,28,26,24-26,avg<0.26,2
Mike Andrews,Right,75,195,0.258,66,25,24-26,avg<0.26,2
Mike Brown,Right,74,195,0.265,23,26,24-26,avg<0.33,2
Mike Brumley,Left,70,195,0.229,5,29,27-31,avg<0.23,2
Mike Champion,Right,72,185,0.229,2,26,24-26,avg<0.23,2
Mike Cubbage,Left,72,180,0.258,34,25,24-26,avg<0.26,2
Mike Davis,Left,74,175,0.259,91,23,20-23,avg<0.26,2
Mike de la Hoz,Right,71,175,0.251,25,25,24-26,avg<0.26,2
Mike Diaz,Right,74,195,0.247,31,26,24-26,avg<0.26,2
Mike Easler,Left,72,190,0.293,118,26,24-26,avg<0.33,2
Mike Edwards,Right,70,154,0.25,2,23,20-23,avg<0.26,2
Mike Epstein,Left,75,230,0.244,130,29,27-31,avg<0.26,2
Mike Fiore,Left,72,175,0.227,13,24,24-26,avg<0.23,2
Mike Fischlin,Right,73,165,0.22,3,22,20-23,avg<0.23,2
Mike Hargrove,Left,72,195,0.29,80,27,27-31,avg<0.33,2
Mike Hegan,Left,73,188,0.242,53,25,24-26,avg<0.26,2
Mike Hershberger,Right,70,175,0.252,26,26,24-26,avg<0.26,2
Mike Ivie,Right,75,205,0.269,81,26,24-26,avg<0.33,2
Mike Jorgensen,Left,72,195,0.243,95,27,27-31,avg<0.26,2
Mike Krukow,Right,77,205,0.193,5,25,24-26,avg<0.23,2
Mike Lum,Left,72,180,0.247,90,25,24-26,avg<0.26,2
Mike Phillips,Left,72,170,0.24,11,24,24-26,avg<0.26,2
Mike Ramsey,Both,73,170,0.24,2,23,20-23,avg<0.26,2
Mike Richardt,Right,72,170,0.226,4,24,24-26,avg<0.23,2
Mike Ryan,Right,74,205,0.193,28,27,27-31,avg<0.23,2
Mike Sadek,Right,69,165,0.226,5,25,24-26,avg<0.23,2
Mike Schmidt,Right,74,195,0.267,548,26,24-26,avg<0.33,2
Mike Shannon,Right,75,195,0.255,68,25,24-26,avg<0.26,2
Mike Squires,Left,71,185,0.26,6,26,24-26,avg<0.33,2
Mike Tyson,Right,69,170,0.241,27,26,24-26,avg<0.26,2
Mike Vail,Right,73,180,0.279,34,24,24-26,avg<0.33,2
Mike Young,Both,74,195,0.247,72,26,24-26,avg<0.26,2
Milt May,Left,72,190,0.263,77,26,24-26,avg<0.33,2
Mitchell Page,Left,74,205,0.266,72,27,27-31,avg<0.33,2
Nate Colbert,Right,74,190,0.243,173,25,24-26,avg<0.26,2
Nate Oliver,Right,70,160,0.226,2,24,24-26,avg<0.23,2
Ned Yost,Right,73,190,0.212,16,26,24-26,avg<0.23,2
Nelson Mathews,Right,76,195,0.223,22,24,24-26,avg<0.23,2
Nick Esasky,Right,75,200,0.25,122,26,24-26,avg<0.26,2
Norm Miller,Left,70,185,0.238,24,27,27-31,avg<0.26,2
Ollie Brown,Right,74,178,0.265,102,23,20-23,avg<0.33,2
Omar Moreno,Left,74,180,0.252,37,24,24-26,avg<0.26,2
Onix Concepcion,Right,66,160,0.239,3,26,24-26,avg<0.26,2
Orlando Mercado,Right,72,180,0.199,7,25,24-26,avg<0.23,2
Oscar Gamble,Left,71,160,0.265,200,23,20-23,avg<0.33,2
Otto Velez,Right,72,170,0.251,78,24,24-26,avg<0.26,2
Ozzie Virgil,Right,73,180,0.243,98,24,24-26,avg<0.26,2
Pat Corrales,Right,72,180,0.216,4,25,24-26,avg<0.23,2
Pat Kelly,Left,73,185,0.264,76,25,24-26,avg<0.33,2
Pat Putnam,Left,72,205,0.255,63,28,27-31,avg<0.26,2
Paul Blair,Right,72,168,0.25,134,23,20-23,avg<0.26,2
Paul Casanova,Right,76,180,0.225,50,22,20-23,avg<0.23,2
Paul Dade,Right,73,185,0.27,10,25,24-26,avg<0.33,2
Paul Householder,Both,72,180,0.236,29,25,24-26,avg<0.26,2
Paul Popovich,Both,72,175,0.233,14,24,24-26,avg<0.26,2
Paul Schaal,Right,71,165,0.244,57,24,24-26,avg<0.26,2
Pedro Garcia,Right,70,175,0.22,37,26,24-26,avg<0.23,2
Pedro Gonzalez,Right,72,176,0.244,8,24,24-26,avg<0.26,2
Pepe Frias,Right,70,159,0.24,1,23,20-23,avg<0.26,2
Pepe Mangual,Right,70,157,0.242,16,23,20-23,avg<0.26,2
Pete LaCock,Left,74,200,0.257,27,26,24-26,avg<0.26,2
Pete Mackanin,Right,74,190,0.226,30,25,24-26,avg<0.23,2
Pete Rose,Both,71,192,0.303,160,27,27-31,avg<0.33,2
Pete Ward,Left,73,185,0.254,98,25,24-26,avg<0.26,2
Phil Bradley,Right,72,185,0.286,78,26,24-26,avg<0.33,2
Phil Gagliano,Right,73,180,0.238,14,24,24-26,avg<0.26,2
Phil Garner,Right,70,175,0.26,109,26,24-26,avg<0.33,2
Phil Linz,Right,73,180,0.235,11,24,24-26,avg<0.26,2
Phil Mankowski,Left,72,180,0.264,8,25,24-26,avg<0.33,2
Phil Niekro,Right,73,180,0.169,7,24,24-26,avg<0.23,2
Phil Roof,Right,74,190,0.215,43,25,24-26,avg<0.23,2
R.J. Reynolds,Both,72,190,0.267,35,26,24-26,avg<0.33,2
Rafael Landestoy,Both,70,165,0.237,4,24,24-26,avg<0.26,2
Rafael Santana,Right,73,165,0.246,13,22,20-23,avg<0.26,2
Ralph Garr,Left,71,185,0.306,75,26,24-26,avg<0.33,2
Randy Hundley,Right,71,170,0.236,82,24,24-26,avg<0.26,2
Randy Jones,Right,72,178,0.132,0,25,24-26,avg<0.23,2
Ray Burris,Right,77,200,0.151,1,24,24-26,avg<0.23,2
Ray Culp,Right,72,200,0.123,1,28,27-31,avg<0.23,2
Ray Fosse,Right,74,215,0.256,61,28,27-31,avg<0.26,2
Ray Knight,Right,73,185,0.271,84,25,24-26,avg<0.33,2
Ray Oyler,Right,71,165,0.175,15,24,24-26,avg<0.23,2
Ray Sadecki,Left,71,180,0.191,5,26,24-26,avg<0.23,2
Ray Webster,Left,72,185,0.244,17,26,24-26,avg<0.26,2
Reggie Jackson,Left,72,195,0.262,563,27,27-31,avg<0.33,2
Reggie Smith,Both,72,180,0.287,314,25,24-26,avg<0.33,2
Reid Nichols,Right,71,165,0.266,22,24,24-26,avg<0.33,2
Rennie Stennett,Right,71,160,0.274,41,23,20-23,avg<0.33,2
Rey Quinones,Right,71,160,0.243,29,23,20-23,avg<0.26,2
Rich Chiles,Left,71,170,0.254,6,24,24-26,avg<0.26,2
Rich Coggins,Left,68,170,0.265,12,26,24-26,avg<0.33,2
Rich Dauer,Right,72,180,0.257,43,25,24-26,avg<0.26,2
Rich McKinney,Right,71,185,0.225,20,26,24-26,avg<0.23,2
Rich Morales,Right,71,170,0.195,6,24,24-26,avg<0.23,2
Rich Reese,Left,75,185,0.253,52,24,24-26,avg<0.26,2
Rich Rollins,Right,70,185,0.269,77,27,27-31,avg<0.33,2
Richie Hebner,Left,73,195,0.276,203,26,24-26,avg<0.33,2
Richie Scheinblum,Both,73,180,0.263,13,24,24-26,avg<0.33,2
Richie Zisk,Right,73,200,0.287,207,27,27-31,avg<0.33,2
Rick Auerbach,Right,72,165,0.22,9,23,20-23,avg<0.23,2
Rick Bosetti,Right,71,185,0.25,17,26,24-26,avg<0.26,2
Rick Burleson,Right,70,165,0.273,50,24,24-26,avg<0.33,2
Rick Joseph,Right,73,192,0.243,13,26,24-26,avg<0.26,2
Rick Leach,Left,73,180,0.268,18,24,24-26,avg<0.33,2
Rick Manning,Left,73,180,0.257,56,24,24-26,avg<0.26,2
Rick Miller,Left,72,175,0.269,28,24,24-26,avg<0.33,2
Rick Monday,Left,75,193,0.264,241,25,24-26,avg<0.33,2
Rick Peters,Both,69,170,0.277,2,26,24-26,avg<0.33,2
Rick Reichardt,Right,75,210,0.261,116,27,27-31,avg<0.33,2
Rick Renick,Right,72,188,0.221,20,26,24-26,avg<0.23,2
Rick Rhoden,Right,75,195,0.238,9,25,24-26,avg<0.26,2
Rick Sofield,Left,73,195,0.243,9,26,24-26,avg<0.26,2
Rick Sweet,Both,73,200,0.234,6,27,27-31,avg<0.26,2
Rick Wise,Right,73,180,0.195,15,24,24-26,avg<0.23,2
Rico Carty,Right,75,200,0.299,204,26,24-26,avg<0.33,2
Rico Petrocelli,Right,72,175,0.251,210,24,24-26,avg<0.26,2
Rob Andrews,Right,72,185,0.251,3,26,24-26,avg<0.26,2
Rob Picciolo,Right,74,185,0.234,17,24,24-26,avg<0.26,2
Rob Wilfong,Left,73,180,0.248,39,24,24-26,avg<0.26,2
Roberto Pena,Right,68,170,0.245,13,26,24-26,avg<0.26,2
Rod Carew,Left,72,170,0.328,92,24,24-26,avg<0.33,2
Rod Gilbreath,Right,74,180,0.248,14,24,24-26,avg<0.26,2
Rod Kanehl,Right,73,180,0.241,6,24,24-26,avg<0.26,2
Rodney Scott,Both,72,160,0.236,3,22,20-23,avg<0.26,2
Roger Freed,Right,72,190,0.245,22,26,24-26,avg<0.26,2
Roger Metzger,Both,72,165,0.231,5,23,20-23,avg<0.26,2
Roger Repoz,Left,75,190,0.224,82,24,24-26,avg<0.23,2
Ron Blomberg,Left,73,195,0.293,52,26,24-26,avg<0.33,2
Ron Brand,Right,67,167,0.239,3,27,27-31,avg<0.26,2
Ron Cey,Right,70,185,0.261,316,27,27-31,avg<0.33,2
Ron Clark,Right,70,175,0.189,5,26,24-26,avg<0.23,2
Ron Davis,Right,72,175,0.233,10,24,24-26,avg<0.26,2
Ron Gardenhire,Right,72,175,0.232,4,24,24-26,avg<0.26,2
Ron Hodges,Left,73,185,0.24,19,25,24-26,avg<0.26,2
Ron Hunt,Right,72,186,0.273,39,26,24-26,avg<0.33,2
Ron Jackson,Right,72,200,0.259,56,28,27-31,avg<0.26,2
Ron LeFlore,Right,72,200,0.288,59,28,27-31,avg<0.33,2
Ron Oester,Both,74,185,0.265,42,24,24-26,avg<0.33,2
Ron Pruitt,Right,72,185,0.269,12,26,24-26,avg<0.33,2
Ron Reed,Right,78,215,0.158,0,25,24-26,avg<0.23,2
Ron Roenicke,Both,72,180,0.238,17,25,24-26,avg<0.26,2
Ron Santo,Right,72,190,0.277,342,26,24-26,avg<0.33,2
Ron Stone,Left,74,185,0.241,6,24,24-26,avg<0.26,2
Ron Swoboda,Right,74,195,0.242,73,26,24-26,avg<0.26,2
Ron Theobald,Right,68,165,0.248,2,26,24-26,avg<0.26,2
Ron Washington,Right,71,155,0.261,20,22,20-23,avg<0.33,2
Ron Woods,Right,70,168,0.233,26,25,24-26,avg<0.26,2
Rowland Office,Left,72,170,0.259,32,24,24-26,avg<0.26,2
Roy Foster,Right,72,185,0.253,45,26,24-26,avg<0.26,2
Roy Howell,Left,73,190,0.261,80,26,24-26,avg<0.33,2
Roy Smalley,Both,73,185,0.257,163,25,24-26,avg<0.26,2
Roy White,Both,70,160,0.271,160,24,24-26,avg<0.33,2
Rudy Law,Left,73,165,0.271,18,22,20-23,avg<0.33,2
Rudy Meoli,Left,69,165,0.212,2,25,24-26,avg<0.23,2
Rufino Linares,Right,72,170,0.27,11,24,24-26,avg<0.33,2
Ruppert Jones,Left,70,170,0.25,147,25,24-26,avg<0.26,2
Russ Gibson,Right,73,195,0.228,8,26,24-26,avg<0.23,2
Rusty Staub,Left,74,190,0.279,292,25,24-26,avg<0.33,2
Rusty Torres,Both,70,175,0.212,35,26,24-26,avg<0.23,2
Sal Bando,Right,72,195,0.254,242,27,27-31,avg<0.26,2
Sal Butera,Right,72,190,0.227,8,26,24-26,avg<0.23,2
Sam Bowens,Right,73,188,0.223,45,25,24-26,avg<0.23,2
Sam McDowell,Left,77,190,0.154,2,23,20-23,avg<0.23,2
Sandy Alomar,Both,69,140,0.245,13,21,20-23,avg<0.26,2
Sandy Valdespino,Left,68,170,0.23,7,26,24-26,avg<0.26,2
Scot Thompson,Left,75,195,0.262,5,25,24-26,avg<0.33,2
