name,handedness,height,weight,avg,HR,BMI,BMI-C,avg-C,size
Jerry Kenney,L,73,170,0.237,7,23,20-23,avg<0.26,2
Jerry Koosman,R,74,205,0.119,2,27,27-31,avg<0.23,2
Jerry Martin,R,73,195,0.251,85,26,24-26,avg<0.26,2
Jerry May,R,74,190,0.234,15,25,24-26,avg<0.26,2
Jerry McNertney,R,72,180,0.237,27,25,24-26,avg<0.26,2
Jerry Morales,R,70,155,0.259,95,23,20-23,avg<0.26,2
Jerry Moses,R,75,210,0.251,25,27,27-31,avg<0.26,2
Jerry Mumphrey,B,74,185,0.289,70,24,24-26,avg<0.33,2
Jerry Narron,L,75,205,0.211,21,26,24-26,avg<0.23,2
Jerry Remy,L,69,165,0.275,7,25,24-26,avg<0.33,2
Jerry Reuss,L,77,200,0.167,1,24,24-26,avg<0.23,2
Jerry Royster,R,72,165,0.249,40,23,20-23,avg<0.26,2
Jerry Terrell,R,71,165,0.253,4,24,24-26,avg<0.26,2
Jerry Turner,L,69,180,0.257,45,27,27-31,avg<0.26,2
Jerry White,B,70,164,0.253,21,24,24-26,avg<0.26,2
Jerry Zimmerman,R,74,185,0.204,3,24,24-26,avg<0.23,2
Jesse Gonder,L,70,180,0.251,26,26,24-26,avg<0.26,2
Jesus Alou,R,74,190,0.28,32,25,24-26,avg<0.33,2
Jim Anderson,R,72,170,0.218,13,24,24-26,avg<0.23,2
Jim Barr,R,75,205,0.162,1,26,24-26,avg<0.23,2
Jim Beauchamp,R,74,190,0.231,14,25,24-26,avg<0.26,2
Jim Dwyer,L,70,165,0.26,77,24,24-26,avg<0.33,2
Jim Essian,R,74,195,0.244,33,26,24-26,avg<0.26,2
Jim Fairey,L,70,190,0.235,7,28,27-31,avg<0.26,2
Jim Fregosi,R,73,190,0.265,151,26,24-26,avg<0.33,2
Jim French,L,68,180,0.196,5,28,27-31,avg<0.23,2
Jim Gosger,L,71,185,0.226,30,26,24-26,avg<0.23,2
Jim Hickman,R,75,192,0.252,159,25,24-26,avg<0.26,2
Jim Holt,L,72,180,0.265,19,25,24-26,avg<0.33,2
Jim Lefebvre,B,72,180,0.251,74,25,24-26,avg<0.26,2
Jim Lonborg,R,77,200,0.136,3,24,24-26,avg<0.23,2
Jim Lyttle,L,72,180,0.248,9,25,24-26,avg<0.26,2
Jim Maloney,L,74,190,0.201,7,25,24-26,avg<0.23,2
Jim Mason,L,74,185,0.203,12,24,24-26,avg<0.23,2
Jim Morrison,R,71,175,0.26,112,25,24-26,avg<0.33,2
Jim Nettles,L,72,186,0.22,16,26,24-26,avg<0.23,2
Jim Norris,L,70,175,0.264,7,26,24-26,avg<0.33,2
Jim Northrup,L,75,190,0.267,153,24,24-26,avg<0.33,2
Jim Pankovits,R,70,170,0.25,9,25,24-26,avg<0.26,2
Jim Price,R,72,192,0.214,18,27,27-31,avg<0.23,2
Jim Ray Hart,R,71,185,0.278,170,26,24-26,avg<0.33,2
Jim Rice,R,74,200,0.298,382,26,24-26,avg<0.33,2
Jim Rooker,R,72,195,0.201,7,27,27-31,avg<0.23,2
Jim Spencer,L,74,195,0.25,146,26,24-26,avg<0.26,2
Jim Sundberg,R,72,190,0.248,95,26,24-26,avg<0.26,2
Jim Traber,L,72,194,0.227,27,27,27-31,avg<0.23,2
Jim Wohlford,R,71,175,0.26,21,25,24-26,avg<0.33,2
Jimmie Hall,L,72,175,0.254,121,24,24-26,avg<0.26,2
Jimmie Schaffer,R,69,170,0.223,11,26,24-26,avg<0.23,2
Jimmy Stewart,B,72,165,0.237,8,23,20-23,avg<0.26,2
Jimmy Wynn,R,70,160,0.25,291,24,24-26,avg<0.26,2
Joaquin Andujar,B,72,170,0.127,5,24,24-26,avg<0.23,2
Jody Davis,R,76,192,0.245,127,24,24-26,avg<0.26,2
Joe Azcue,R,72,190,0.252,50,26,24-26,avg<0.26,2
Joe Charboneau,R,74,205,0.266,29,27,27-31,avg<0.33,2
Joe Ferguson,R,74,200,0.24,122,26,24-26,avg<0.26,2
Joe Foy,R,72,215,0.248,58,30,27-31,avg<0.26,2
Joe Gaines,R,73,190,0.241,21,26,24-26,avg<0.26,2
Joe Hague,L,72,195,0.239,40,27,27-31,avg<0.26,2
Joe Horlen,R,72,170,0.134,0,24,24-26,avg<0.23,2
Joe Keough,L,72,185,0.246,9,26,24-26,avg<0.26,2
Joe Lahoud,L,73,198,0.223,65,27,27-31,avg<0.23,2
Joe Lefebvre,L,70,170,0.258,31,25,24-26,avg<0.26,2
Joe Lis,R,72,175,0.233,32,24,24-26,avg<0.26,2
Joe Lovitto,B,72,185,0.216,4,26,24-26,avg<0.23,2
Joe Morgan,L,67,160,0.271,268,26,24-26,avg<0.33,2
Joe Niekro,R,73,185,0.156,1,25,24-26,avg<0.23,2
Joe Nolan,L,71,175,0.263,27,25,24-26,avg<0.33,2
Joe Nossek,R,72,178,0.228,3,25,24-26,avg<0.23,2
Joe Pepitone,L,74,185,0.258,219,24,24-26,avg<0.26,2
Joe Rudi,R,74,200,0.264,179,26,24-26,avg<0.33,2
Joe Simpson,L,75,175,0.242,9,22,20-23,avg<0.26,2
Joe Strain,R,70,169,0.25,1,25,24-26,avg<0.26,2
Joe Torre,R,74,212,0.297,252,28,27-31,avg<0.33,2
Joe Wallis,B,71,180,0.244,16,26,24-26,avg<0.26,2
Joel Youngblood,R,72,180,0.265,80,25,24-26,avg<0.33,2
John Bateman,R,75,210,0.23,81,27,27-31,avg<0.26,2
John Boccabella,R,73,195,0.219,26,26,24-26,avg<0.23,2
John Castino,R,71,175,0.278,41,25,24-26,avg<0.33,2
John Denny,R,75,185,0.17,0,24,24-26,avg<0.23,2
John Donaldson,L,71,160,0.238,4,23,20-23,avg<0.26,2
John Ellis,R,74,225,0.262,69,30,27-31,avg<0.33,2
John Hale,L,74,195,0.201,14,26,24-26,avg<0.23,2
John Kennedy,R,72,185,0.225,32,26,24-26,avg<0.23,2
John Lowenstein,L,72,175,0.253,116,24,24-26,avg<0.26,2
John Mayberry,L,75,215,0.253,255,28,27-31,avg<0.26,2
John Milner,L,72,185,0.249,131,26,24-26,avg<0.26,2
John Orsino,R,75,215,0.249,40,28,27-31,avg<0.26,2
John Stearns,R,72,185,0.26,46,26,24-26,avg<0.33,2
John Stephenson,L,71,180,0.216,12,26,24-26,avg<0.23,2
John Vukovich,R,73,187,0.161,6,25,24-26,avg<0.23,2
John Wathan,R,74,205,0.262,21,27,27-31,avg<0.33,2
John Wockenfuss,R,72,190,0.262,86,26,24-26,avg<0.33,2
Johnnie LeMaster,R,74,165,0.222,22,22,20-23,avg<0.23,2
Johnny Bench,R,73,197,0.267,389,27,27-31,avg<0.33,2
Johnny Briggs,L,73,190,0.253,139,26,24-26,avg<0.26,2
Johnny Edwards,L,76,220,0.242,81,27,27-31,avg<0.26,2
Johnny Grubb,L,75,175,0.278,99,22,20-23,avg<0.33,2
Johnny Jeter,R,73,180,0.244,18,24,24-26,avg<0.26,2
Johnny Lewis,L,73,189,0.227,22,26,24-26,avg<0.23,2
Johnny Oates,L,71,188,0.25,14,27,27-31,avg<0.26,2
Johnny Ray,B,71,170,0.29,53,24,24-26,avg<0.33,2
Jorge Orta,L,70,170,0.278,130,25,24-26,avg<0.33,2
Jose Arcia,R,75,170,0.215,1,22,20-23,avg<0.23,2
Jose Cardenal,R,70,150,0.275,138,22,20-23,avg<0.33,2
Jose Cruz,L,72,170,0.284,165,24,24-26,avg<0.33,2
Jose Morales,R,71,187,0.287,26,27,27-31,avg<0.33,2
Jose Tartabull,L,71,165,0.261,2,24,24-26,avg<0.33,2
Juan Beniquez,R,71,150,0.274,79,21,20-23,avg<0.33,2
Juan Bonilla,R,69,170,0.256,7,26,24-26,avg<0.26,2
Juan Marichal,R,72,185,0.165,4,26,24-26,avg<0.23,2
Julian Javier,R,73,175,0.257,78,24,24-26,avg<0.26,2
Julio Cruz,B,69,165,0.237,23,25,24-26,avg<0.26,2
Julio Gonzalez,R,71,162,0.235,4,23,20-23,avg<0.26,2
Julio Gotay,R,72,180,0.26,6,25,24-26,avg<0.33,2
Junior Kennedy,R,71,175,0.248,4,25,24-26,avg<0.26,2
Junior Moore,R,71,185,0.264,7,26,24-26,avg<0.33,2
Keith Hernandez,L,72,180,0.296,162,25,24-26,avg<0.33,2
Keith Moreland,R,72,190,0.279,121,26,24-26,avg<0.33,2
Ken Berry,R,72,175,0.255,58,24,24-26,avg<0.26,2
Ken Boswell,L,72,170,0.248,31,24,24-26,avg<0.26,2
Ken Gerhart,R,72,190,0.221,24,26,24-26,avg<0.23,2
Ken Harrelson,R,74,190,0.239,131,25,24-26,avg<0.26,2
Ken Henderson,B,74,180,0.257,122,24,24-26,avg<0.26,2
Ken Holtzman,R,74,175,0.163,2,23,20-23,avg<0.23,2
Ken Hubbs,R,74,175,0.247,14,23,20-23,avg<0.26,2
Ken Landreaux,L,70,165,0.268,91,24,24-26,avg<0.33,2
Ken McMullen,R,75,190,0.248,156,24,24-26,avg<0.26,2
Ken Phelps,L,73,209,0.239,123,28,27-31,avg<0.26,2
Ken Reitz,R,72,180,0.26,68,25,24-26,avg<0.33,2
Ken Retzer,L,72,185,0.264,14,26,24-26,avg<0.33,2
Ken Rudolph,R,73,180,0.213,6,24,24-26,avg<0.23,2
Ken Singleton,B,76,210,0.282,246,26,24-26,avg<0.33,2
Ken Suarez,R,69,175,0.227,5,26,24-26,avg<0.23,2
Ken Walters,R,73,180,0.231,11,24,24-26,avg<0.26,2
Kevin Bell,R,72,195,0.222,13,27,27-31,avg<0.23,2
Kiko Garcia,R,71,180,0.239,12,26,24-26,avg<0.26,2
Kurt Bevacqua,R,72,180,0.236,27,25,24-26,avg<0.26,2
Lamar Johnson,R,74,215,0.287,64,28,27-31,avg<0.33,2
Larry Biittner,L,74,205,0.273,29,27,27-31,avg<0.33,2
Larry Bowa,B,70,155,0.26,15,23,20-23,avg<0.33,2
Larry Brown,R,70,160,0.233,47,24,24-26,avg<0.26,2
Larry Cox,R,70,178,0.221,12,26,24-26,avg<0.23,2
Larry Dierker,R,76,215,0.136,4,27,27-31,avg<0.23,2
Larry Haney,R,74,195,0.215,12,26,24-26,avg<0.23,2
Larry Harlow,L,74,185,0.248,12,24,24-26,avg<0.26,2
Larry Herndon,R,75,190,0.274,107,24,24-26,avg<0.33,2
Larry Hisle,R,74,193,0.273,166,25,24-26,avg<0.33,2
Larry Lintz,B,69,150,0.227,0,23,20-23,avg<0.23,2
Larry Milbourne,B,72,161,0.254,11,22,20-23,avg<0.26,2
Larry Parrish,R,75,190,0.263,256,24,24-26,avg<0.33,2
Larry Stahl,L,72,175,0.232,36,24,24-26,avg<0.26,2
Larvell Blanks,R,68,167,0.253,20,26,24-26,avg<0.26,2
Lee Lacy,R,73,175,0.286,91,24,24-26,avg<0.33,2
Lee May,R,75,195,0.267,354,25,24-26,avg<0.33,2
Lee Mazzilli,B,73,180,0.259,93,24,24-26,avg<0.26,2
Lee Thomas,L,74,195,0.255,106,26,24-26,avg<0.26,2
Len Gabrielson,L,76,210,0.253,37,26,24-26,avg<0.26,2
Len Matuszek,L,74,190,0.234,30,25,24-26,avg<0.26,2
Len Randle,B,70,169,0.257,27,25,24-26,avg<0.26,2
Lenn Sakata,R,69,160,0.23,25,24,24-26,avg<0.26,2
Lenny Faedo,R,72,170,0.251,5,24,24-26,avg<0.26,2
Leo Cardenas,R,71,150,0.257,118,21,20-23,avg<0.26,2
Leon Durham,L,73,185,0.277,147,25,24-26,avg<0.33,2
Leon Roberts,R,75,200,0.267,78,26,24-26,avg<0.33,2
Leron Lee,L,72,196,0.25,31,27,27-31,avg<0.26,2
Leroy Stanton,R,73,195,0.244,77,26,24-26,avg<0.26,2
Lou Brock,L,71,170,0.293,149,24,24-26,avg<0.33,2
Lou Clinton,R,73,185,0.247,65,25,24-26,avg<0.26,2
Lou Johnson,R,71,170,0.258,48,24,24-26,avg<0.26,2
Lou Piniella,R,72,182,0.291,102,25,24-26,avg<0.33,2
Luis Aguayo,R,69,173,0.236,37,26,24-26,avg<0.26,2
Luis Alvarado,R,69,162,0.214,5,24,24-26,avg<0.23,2
Luis Gomez,R,69,150,0.21,0,23,20-23,avg<0.23,2
Luis Melendez,R,72,165,0.248,9,23,20-23,avg<0.26,2
Luis Pujols,R,74,175,0.193,6,23,20-23,avg<0.23,2
Luis Tiant,R,72,180,0.164,5,25,24-26,avg<0.23,2
Lyman Bostock,L,73,180,0.311,23,24,24-26,avg<0.33,2
Lynn Jones,R,69,175,0.252,7,26,24-26,avg<0.26,2
Mack Jones,L,73,180,0.252,133,24,24-26,avg<0.26,2
Manny Castillo,B,69,160,0.242,3,24,24-26,avg<0.26,2
Manny Jimenez,L,73,185,0.272,26,25,24-26,avg<0.33,2
Manny Mota,R,70,160,0.304,31,24,24-26,avg<0.33,2
Manny Sanguillen,R,72,193,0.296,65,27,27-31,avg<0.33,2
Manny Trillo,R,73,150,0.263,61,20,20-23,avg<0.33,2
Marc Hill,R,75,205,0.223,34,26,24-26,avg<0.23,2
Mario Guerrero,R,70,155,0.257,7,23,20-23,avg<0.26,2
Mario Mendoza,R,71,170,0.215,4,24,24-26,avg<0.23,2
Mario Soto,R,72,174,0.132,1,24,24-26,avg<0.23,2
Mark Belanger,R,73,170,0.228,20,23,20-23,avg<0.23,2
Mark Brouhard,R,73,210,0.259,25,28,27-31,avg<0.26,2
Mark Wagner,R,72,165,0.243,3,23,20-23,avg<0.26,2
Marty Martinez,B,72,170,0.243,0,24,24-26,avg<0.26,2
Marty Perez,R,71,160,0.246,22,23,20-23,avg<0.26,2
Marv Breeding,R,72,175,0.25,7,24,24-26,avg<0.26,2
Marvell Wynne,L,71,175,0.247,40,25,24-26,avg<0.26,2
Matty Alou,L,69,160,0.307,31,24,24-26,avg<0.33,2
Max Alvis,R,71,185,0.247,111,26,24-26,avg<0.26,2
Mel Stottlemyre,R,73,178,0.16,7,24,24-26,avg<0.23,2
Merritt Ranew,L,71,170,0.247,8,24,24-26,avg<0.26,2
Merv Rettenmund,R,70,190,0.271,66,28,27-31,avg<0.33,2
Mick Kelleher,R,69,176,0.213,0,27,27-31,avg<0.23,2
Mickey Brantley,R,70,180,0.259,32,26,24-26,avg<0.26,2
Mickey Hatcher,R,74,200,0.28,38,26,24-26,avg<0.33,2
Mickey Klutts,R,71,170,0.241,14,24,24-26,avg<0.26,2
Mickey Lolich,B,73,170,0.11,0,23,20-23,avg<0.23,2
Mickey Rivers,L,70,165,0.295,61,24,24-26,avg<0.33,2
Mickey Stanley,R,73,185,0.248,117,25,24-26,avg<0.26,2
Miguel Dilone,B,72,160,0.265,6,22,20-23,avg<0.33,2
Mike Anderson,R,74,200,0.246,28,26,24-26,avg<0.26,2
Mike Andrews,R,75,195,0.258,66,25,24-26,avg<0.26,2
Mike Brown,R,74,195,0.265,23,26,24-26,avg<0.33,2
Mike Brumley,L,70,195,0.229,5,29,27-31,avg<0.23,2
Mike Champion,R,72,185,0.229,2,26,24-26,avg<0.23,2
Mike Cubbage,L,72,180,0.258,34,25,24-26,avg<0.26,2
Mike Davis,L,74,175,0.259,91,23,20-23,avg<0.26,2
Mike de la Hoz,R,71,175,0.251,25,25,24-26,avg<0.26,2
Mike Diaz,R,74,195,0.247,31,26,24-26,avg<0.26,2
Mike Easler,L,72,190,0.293,118,26,24-26,avg<0.33,2
Mike Edwards,R,70,154,0.25,2,23,20-23,avg<0.26,2
Mike Epstein,L,75,230,0.244,130,29,27-31,avg<0.26,2
Mike Fiore,L,72,175,0.227,13,24,24-26,avg<0.23,2
Mike Fischlin,R,73,165,0.22,3,22,20-23,avg<0.23,2
Mike Hargrove,L,72,195,0.29,80,27,27-31,avg<0.33,2
Mike Hegan,L,73,188,0.242,53,25,24-26,avg<0.26,2
Mike Hershberger,R,70,175,0.252,26,26,24-26,avg<0.26,2
Mike Ivie,R,75,205,0.269,81,26,24-26,avg<0.33,2
Mike Jorgensen,L,72,195,0.243,95,27,27-31,avg<0.26,2
Mike Krukow,R,77,205,0.193,5,25,24-26,avg<0.23,2
Mike Lum,L,72,180,0.247,90,25,24-26,avg<0.26,2
Mike Phillips,L,72,170,0.24,11,24,24-26,avg<0.26,2
Mike Ramsey,B,73,170,0.24,2,23,20-23,avg<0.26,2
Mike Richardt,R,72,170,0.226,4,24,24-26,avg<0.23,2
Mike Ryan,R,74,205,0.193,28,27,27-31,avg<0.23,2
Mike Sadek,R,69,165,0.226,5,25,24-26,avg<0.23,2
Mike Schmidt,R,74,195,0.267,548,26,24-26,avg<0.33,2
Mike Shannon,R,75,195,0.255,68,25,24-26,avg<0.26,2
Mike Squires,L,71,185,0.26,6,26,24-26,avg<0.33,2
Mike Tyson,R,69,170,0.241,27,26,24-26,avg<0.26,2
Mike Vail,R,73,180,0.279,34,24,24-26,avg<0.33,2
Mike Young,B,74,195,0.247,72,26,24-26,avg<0.26,2
Milt May,L,72,190,0.263,77,26,24-26,avg<0.33,2
Mitchell Page,L,74,205,0.266,72,27,27-31,avg<0.33,2
Nate Colbert,R,74,190,0.243,173,25,24-26,avg<0.26,2
Nate Oliver,R,70,160,0.226,2,24,24-26,avg<0.23,2
Ned Yost,R,73,190,0.212,16,26,24-26,avg<0.23,2
Nelson Mathews,R,76,195,0.223,22,24,24-26,avg<0.23,2
Nick Esasky,R,75,200,0.25,122,26,24-26,avg<0.26,2
Norm Miller,L,70,185,0.238,24,27,27-31,avg<0.26,2
Ollie Brown,R,74,178,0.265,102,23,20-23,avg<0.33,2
Omar Moreno,L,74,180,0.252,37,24,24-26,avg<0.26,2
Onix Concepcion,R,66,160,0.239,3,26,24-26,avg<0.26,2
Orlando Mercado,R,72,180,0.199,7,25,24-26,avg<0.23,2
Oscar Gamble,L,71,160,0.265,200,23,20-23,avg<0.33,2
Otto Velez,R,72,170,0.251,78,24,24-26,avg<0.26,2
Ozzie Virgil,R,73,180,0.243,98,24,24-26,avg<0.26,2
Pat Corrales,R,72,180,0.216,4,25,24-26,avg<0.23,2
Pat Kelly,L,73,185,0.264,76,25,24-26,avg<0.33,2
Pat Putnam,L,72,205,0.255,63,28,27-31,avg<0.26,2
Paul Blair,R,72,168,0.25,134,23,20-23,avg<0.26,2
Paul Casanova,R,76,180,0.225,50,22,20-23,avg<0.23,2
Paul Dade,R,73,185,0.27,10,25,24-26,avg<0.33,2
Paul Householder,B,72,180,0.236,29,25,24-26,avg<0.26,2
Paul Popovich,B,72,175,0.233,14,24,24-26,avg<0.26,2
Paul Schaal,R,71,165,0.244,57,24,24-26,avg<0.26,2
Pedro Garcia,R,70,175,0.22,37,26,24-26,avg<0.23,2
Pedro Gonzalez,R,72,176,0.244,8,24,24-26,avg<0.26,2
Pepe Frias,R,70,159,0.24,1,23,20-23,avg<0.26,2
Pepe Mangual,R,70,157,0.242,16,23,20-23,avg<0.26,2
Pete LaCock,L,74,200,0.257,27,26,24-26,avg<0.26,2
Pete Mackanin,R,74,190,0.226,30,25,24-26,avg<0.23,2
Pete Rose,B,71,192,0.303,160,27,27-31,avg<0.33,2
Pete Ward,L,73,185,0.254,98,25,24-26,avg<0.26,2
Phil Bradley,R,72,185,0.286,78,26,24-26,avg<0.33,2
Phil Gagliano,R,73,180,0.238,14,24,24-26,avg<0.26,2
Phil Garner,R,70,175,0.26,109,26,24-26,avg<0.33,2
Phil Linz,R,73,180,0.235,11,24,24-26,avg<0.26,2
Phil Mankowski,L,72,180,0.264,8,25,24-26,avg<0.33,2
Phil Niekro,R,73,180,0.169,7,24,24-26,avg<0.23,2
Phil Roof,R,74,190,0.215,43,25,24-26,avg<0.23,2
R.J. Reynolds,B,72,190,0.267,35,26,24-26,avg<0.33,2
Rafael Landestoy,B,70,165,0.237,4,24,24-26,avg<0.26,2
Rafael Santana,R,73,165,0.246,13,22,20-23,avg<0.26,2
Ralph Garr,L,71,185,0.306,75,26,24-26,avg<0.33,2
Randy Hundley,R,71,170,0.236,82,24,24-26,avg<0.26,2
Randy Jones,R,72,178,0.132,0,25,24-26,avg<0.23,2
Ray Burris,R,77,200,0.151,1,24,24-26,avg<0.23,2
Ray Culp,R,72,200,0.123,1,28,27-31,avg<0.23,2
Ray Fosse,R,74,215,0.256,61,28,27-31,avg<0.26,2
Ray Knight,R,73,185,0.271,84,25,24-26,avg<0.33,2
Ray Oyler,R,71,165,0.175,15,24,24-26,avg<0.23,2
Ray Sadecki,L,71,180,0.191,5,26,24-26,avg<0.23,2
Ray Webster,L,72,185,0.244,17,26,24-26,avg<0.26,2
Reggie Jackson,L,72,195,0.262,563,27,27-31,avg<0.33,2
Reggie Smith,B,72,180,0.287,314,25,24-26,avg<0.33,2
Reid Nichols,R,71,165,0.266,22,24,24-26,avg<0.33,2
Rennie Stennett,R,71,160,0.274,41,23,20-23,avg<0.33,2
Rey Quinones,R,71,160,0.243,29,23,20-23,avg<0.26,2
Rich Chiles,L,71,170,0.254,6,24,24-26,avg<0.26,2
Rich Coggins,L,68,170,0.265,12,26,24-26,avg<0.33,2
Rich Dauer,R,72,180,0.257,43,25,24-26,avg<0.26,2
Rich McKinney,R,71,185,0.225,20,26,24-26,avg<0.23,2
Rich Morales,R,71,170,0.195,6,24,24-26,avg<0.23,2
Rich Reese,L,75,185,0.253,52,24,24-26,avg<0.26,2
Rich Rollins,R,70,185,0.269,77,27,27-31,avg<0.33,2
Richie Hebner,L,73,195,0.276,203,26,24-26,avg<0.33,2
Richie Scheinblum,B,73,180,0.263,13,24,24-26,avg<0.33,2
Richie Zisk,R,73,200,0.287,207,27,27-31,avg<0.33,2
Rick Auerbach,R,72,165,0.22,9,23,20-23,avg<0.23,2
Rick Bosetti,R,71,185,0.25,17,26,24-26,avg<0.26,2
Rick Burleson,R,70,165,0.273,50,24,24-26,avg<0.33,2
Rick Joseph,R,73,192,0.243,13,26,24-26,avg<0.26,2
Rick Leach,L,73,180,0.268,18,24,24-26,avg<0.33,2
Rick Manning,L,73,180,0.257,56,24,24-26,avg<0.26,2
Rick Miller,L,72,175,0.269,28,24,24-26,avg<0.33,2
Rick Monday,L,75,193,0.264,241,25,24-26,avg<0.33,2
Rick Peters,B,69,170,0.277,2,26,24-26,avg<0.33,2
Rick Reichardt,R,75,210,0.261,116,27,27-31,avg<0.33,2
Rick Renick,R,72,188,0.221,20,26,24-26,avg<0.23,2
Rick Rhoden,R,75,195,0.238,9,25,24-26,avg<0.26,2
Rick Sofield,L,73,195,0.243,9,26,24-26,avg<0.26,2
Rick Sweet,B,73,200,0.234,6,27,27-31,avg<0.26,2
Rick Wise,R,73,180,0.195,15,24,24-26,avg<0.23,2
Rico Carty,R,75,200,0.299,204,26,24-26,avg<0.33,2
Rico Petrocelli,R,72,175,0.251,210,24,24-26,avg<0.26,2
Rob Andrews,R,72,185,0.251,3,26,24-26,avg<0.26,2
Rob Picciolo,R,74,185,0.234,17,24,24-26,avg<0.26,2
Rob Wilfong,L,73,180,0.248,39,24,24-26,avg<0.26,2
Roberto Pena,R,68,170,0.245,13,26,24-26,avg<0.26,2
Rod Carew,L,72,170,0.328,92,24,24-26,avg<0.33,2
Rod Gilbreath,R,74,180,0.248,14,24,24-26,avg<0.26,2
Rod Kanehl,R,73,180,0.241,6,24,24-26,avg<0.26,2
Rodney Scott,B,72,160,0.236,3,22,20-23,avg<0.26,2
Roger Freed,R,72,190,0.245,22,26,24-26,avg<0.26,2
Roger Metzger,B,72,165,0.231,5,23,20-23,avg<0.26,2
Roger Repoz,L,75,190,0.224,82,24,24-26,avg<0.23,2
Ron Blomberg,L,73,195,0.293,52,26,24-26,avg<0.33,2
Ron Brand,R,67,167,0.239,3,27,27-31,avg<0.26,2
Ron Cey,R,70,185,0.261,316,27,27-31,avg<0.33,2
Ron Clark,R,70,175,0.189,5,26,24-26,avg<0.23,2
Ron Davis,R,72,175,0.233,10,24,24-26,avg<0.26,2
Ron Gardenhire,R,72,175,0.232,4,24,24-26,avg<0.26,2
Ron Hodges,L,73,185,0.24,19,25,24-26,avg<0.26,2
Ron Hunt,R,72,186,0.273,39,26,24-26,avg<0.33,2
Ron Jackson,R,72,200,0.259,56,28,27-31,avg<0.26,2
Ron LeFlore,R,72,200,0.288,59,28,27-31,avg<0.33,2
Ron Oester,B,74,185,0.265,42,24,24-26,avg<0.33,2
Ron Pruitt,R,72,185,0.269,12,26,24-26,avg<0.33,2
Ron Reed,R,78,215,0.158,0,25,24-26,avg<0.23,2
Ron Roenicke,B,72,180,0.238,17,25,24-26,avg<0.26,2
Ron Santo,R,72,190,0.277,342,26,24-26,avg<0.33,2
Ron Stone,L,74,185,0.241,6,24,24-26,avg<0.26,2
Ron Swoboda,R,74,195,0.242,73,26,24-26,avg<0.26,2
Ron Theobald,R,68,165,0.248,2,26,24-26,avg<0.26,2
Ron Washington,R,71,155,0.261,20,22,20-23,avg<0.33,2
Ron Woods,R,70,168,0.233,26,25,24-26,avg<0.26,2
Rowland Office,L,72,170,0.259,32,24,24-26,avg<0.26,2
Roy Foster,R,72,185,0.253,45,26,24-26,avg<0.26,2
Roy Howell,L,73,190,0.261,80,26,24-26,avg<0.33,2
Roy Smalley,B,73,185,0.257,163,25,24-26,avg<0.26,2
Roy White,B,70,160,0.271,160,24,24-26,avg<0.33,2
Rudy Law,L,73,165,0.271,18,22,20-23,avg<0.33,2
Rudy Meoli,L,69,165,0.212,2,25,24-26,avg<0.23,2
Rufino Linares,R,72,170,0.27,11,24,24-26,avg<0.33,2
Ruppert Jones,L,70,170,0.25,147,25,24-26,avg<0.26,2
Russ Gibson,R,73,195,0.228,8,26,24-26,avg<0.23,2
Rusty Staub,L,74,190,0.279,292,25,24-26,avg<0.33,2
Rusty Torres,B,70,175,0.212,35,26,24-26,avg<0.23,2
Sal Bando,R,72,195,0.254,242,27,27-31,avg<0.26,2
Sal Butera,R,72,190,0.227,8,26,24-26,avg<0.23,2
Sam Bowens,R,73,188,0.223,45,25,24-26,avg<0.23,2
Sam McDowell,L,77,190,0.154,2,23,20-23,avg<0.23,2
Sandy Alomar,B,69,140,0.245,13,21,20-23,avg<0.26,2
Sandy Valdespino,L,68,170,0.23,7,26,24-26,avg<0.26,2
Scot Thompson,L,75,195,0.262,5,25,24-26,avg<0.33,2
Sixto Lezcano,R,70,165,0.271,148,24,24-26,avg<0.33,2
Skip Jutze,R,71,190,0.215,3,27,27-31,avg<0.23,2
Sonny Jackson,L,69,150,0.251,7,23,20-23,avg<0.26,2
Sonny Siebert,R,75,190,0.173,12,24,24-26,avg<0.23,2
Stan Papi,R,72,170,0.218,7,24,24-26,avg<0.23,2
Steve Barber,L,72,195,0.115,5,27,27-31,avg<0.23,2
Steve Blass,R,72,165,0.172,1,23,20-23,avg<0.23,2
Steve Braun,L,70,180,0.271,52,26,24-26,avg<0.33,2
Steve Brye,R,72,190,0.258,30,26,24-26,avg<0.26,2
Steve Carlton,L,76,210,0.201,13,26,24-26,avg<0.23,2
Steve Dillard,R,73,180,0.243,13,24,24-26,avg<0.26,2
Steve Garvey,R,70,192,0.294,272,28,27-31,avg<0.33,2
Steve Henderson,R,74,190,0.28,68,25,24-26,avg<0.33,2
Steve Hovley,L,70,188,0.258,8,28,27-31,avg<0.26,2
Steve Huntz,B,73,204,0.206,16,28,27-31,avg<0.23,2
Steve Jeltz,B,71,180,0.21,5,26,24-26,avg<0.23,2
Steve Kemp,L,72,195,0.278,130,27,27-31,avg<0.33,2
Steve Lombardozzi,R,72,175,0.233,20,24,24-26,avg<0.26,2
Steve Nicosia,R,70,185,0.248,11,27,27-31,avg<0.26,2
Steve Ontiveros,B,72,185,0.274,24,26,24-26,avg<0.33,2
Steve Renko,R,77,230,0.215,6,28,27-31,avg<0.23,2
Steve Rogers,R,74,175,0.138,0,23,20-23,avg<0.23,2
Steve Swisher,R,74,205,0.216,20,27,27-31,avg<0.23,2
